Input.Tweet1,Input.Tweet2,Input.Tweet3,Input.Tweet4,Input.Tweet5,Answer.Emotion1,Answer.Emotion2,Answer.Emotion3,Answer.Emotion4,Answer.Emotion5,Answer.Reason1,Answer.Reason2,Answer.Reason3,Answer.Reason4,Answer.Reason5
Are there any sports bars in SF that open at 10am? I want to watch the Bengals game tomorrow,@Anonymous never worried with corners and 1 out. never. worried. home cookin' magic.,@Anonymous Aye pretty good actually. Loving having my own place. Office seems pleasant enough and back playing American Football so all gd,@Anonymous 119 days until Dragon*Con. I have sooooo much to do. And so little time.,I need a bell ringer or two in Cornwall and the mobile number of the Black Eyed Peas tour manager. Random I know. Can anyone help?,None,None,Joy,Fear|Joy,None,"No emotion, the person is merely asking for information.","I can't say, as I don't know what this person is talking about with 'corners' and '1 out'.","This person is pleased with their life, says it's 'all good'.","This person is excited about Dragon*Con, but also worried about how much they have to do in so little time.","No emotion, the person is merely asking for information."
Are there any sports bars in SF that open at 10am? I want to watch the Bengals game tomorrow,@Anonymous never worried with corners and 1 out. never. worried. home cookin' magic.,@Anonymous Aye pretty good actually. Loving having my own place. Office seems pleasant enough and back playing American Football so all gd,@Anonymous 119 days until Dragon*Con. I have sooooo much to do. And so little time.,I need a bell ringer or two in Cornwall and the mobile number of the Black Eyed Peas tour manager. Random I know. Can anyone help?,Joy,Fear|Joy,Joy,Joy,None,"""sports bars""","""never. worried."" indicates self reassurance ""magic"" indicates positive anticipation","""all gd"" ""Loving""",Anticipation of gaming,"Request for information, positive anticipation if anything."
@Anonymous Facebook is an internet company. Ford is a company that uses the internet.,@Anonymous r u competing or cooaching at cbus? and we need to chill when we are there,@Anonymous aw yea. dude gotta come over sunday! i know your sis is gonna be in town but they all can come if they want!,".@Anonymous ""Live tweeting"" is tweeting when you should be paying attention to something else. #Hashtag",@Anonymous i know! and nothing will stop them but i think its wrong! they need there privacy but i was only expressing my opinion,Joy,Anger,Love,Joy,Anger,This tweet joyfully  describes a fact.,This tweet is with little bit of anger,this tweet is from  a caring person,This tweet is from a jolly person,This tweet is with  strong opinion with anger
@Anonymous Facebook is an internet company. Ford is a company that uses the internet.,@Anonymous r u competing or cooaching at cbus? and we need to chill when we are there,@Anonymous aw yea. dude gotta come over sunday! i know your sis is gonna be in town but they all can come if they want!,".@Anonymous ""Live tweeting"" is tweeting when you should be paying attention to something else. #Hashtag",@Anonymous i know! and nothing will stop them but i think its wrong! they need there privacy but i was only expressing my opinion,None,Joy,Joy,Anger,Anger,No indicators,Anticipating an opportunity to get together,Planning a get together,"Tone of information suggests disdain ""should be paying attention to something else""","""i know!"" """"it's wrong!"
@Anonymous Facebook is an internet company. Ford is a company that uses the internet.,@Anonymous r u competing or cooaching at cbus? and we need to chill when we are there,@Anonymous aw yea. dude gotta come over sunday! i know your sis is gonna be in town but they all can come if they want!,".@Anonymous ""Live tweeting"" is tweeting when you should be paying attention to something else. #Hashtag",@Anonymous i know! and nothing will stop them but i think its wrong! they need there privacy but i was only expressing my opinion,None,Surprise,Surprise|Joy,None,Fear|Sadness,says about Facebook and Ford,ask eagerly about his work there,invites all on sunday,says about live tweeting,felt sad about something wrong
@Anonymous Facebook is an internet company. Ford is a company that uses the internet.,@Anonymous r u competing or cooaching at cbus? and we need to chill when we are there,@Anonymous aw yea. dude gotta come over sunday! i know your sis is gonna be in town but they all can come if they want!,".@Anonymous ""Live tweeting"" is tweeting when you should be paying attention to something else. #Hashtag",@Anonymous i know! and nothing will stop them but i think its wrong! they need there privacy but i was only expressing my opinion,None,Anger,Joy,Joy,Anger,this is just a correction,This person seems somewhat combative,this writer seems happy,This writer is being funny,this writer seems somewhat upset
@Anonymous Facebook is an internet company. Ford is a company that uses the internet.,@Anonymous r u competing or cooaching at cbus? and we need to chill when we are there,@Anonymous aw yea. dude gotta come over sunday! i know your sis is gonna be in town but they all can come if they want!,".@Anonymous ""Live tweeting"" is tweeting when you should be paying attention to something else. #Hashtag",@Anonymous i know! and nothing will stop them but i think its wrong! they need there privacy but i was only expressing my opinion,None,Joy,Joy,None,Anger,The person does not express an emotion.,looking foward to seeing someone.,looking foward to seeing someone.,The person does not express an emotion.,thinking something is wrong.
@Anonymous He did leave 3 days b4 the end of the trf window to join a plastic rival,Site is back up. Repeated connection errors made the database block our webserver host; researching how to keep this from recurring,@Anonymous next week.. I won't be in Detroit so idk how this will work.. got any plans..,@Anonymous Ouch. I once went on a date with a girl who'd been knocked out cold after falling off from the Market St. tracks. Be careful!,Wondering why I'm siding with Joe Hockey so often - then I realised: if you stand that close to Abbott,None,None,None,Love,None,The person does not express an emotion.,The person does not express an emotion.,The person does not express an emotion.,wanting someone to be careful,The person does not express an emotion.
@Anonymous He did leave 3 days b4 the end of the trf window to join a plastic rival,Site is back up. Repeated connection errors made the database block our webserver host; researching how to keep this from recurring,@Anonymous next week.. I won't be in Detroit so idk how this will work.. got any plans..,@Anonymous Ouch. I once went on a date with a girl who'd been knocked out cold after falling off from the Market St. tracks. Be careful!,Wondering why I'm siding with Joe Hockey so often - then I realised: if you stand that close to Abbott,Anger|Surprise,None,Fear|Sadness,Surprise,Surprise,Seems upset about the early leaving and simultaneously surprised.,This is informational and emotionless. It is simply informing people the site is back up.,Seems like this tweet is showing regret that they won't be in Detroit and need to come up with a new plan.,The ouch comment and anecdote makes me think that it is surprise that is expressed.,I feel like this is equal part surprise and confusion expressed here.
@Anonymous He did leave 3 days b4 the end of the trf window to join a plastic rival,Site is back up. Repeated connection errors made the database block our webserver host; researching how to keep this from recurring,@Anonymous next week.. I won't be in Detroit so idk how this will work.. got any plans..,@Anonymous Ouch. I once went on a date with a girl who'd been knocked out cold after falling off from the Market St. tracks. Be careful!,Wondering why I'm siding with Joe Hockey so often - then I realised: if you stand that close to Abbott,None,Sadness,Love,Anger|Sadness|Surprise,Surprise,This is informative.,This tweet feels sad for its block on the website.,This tweet asks for plans,This tweet asks to be careful.,This tweet is with surprise feelings.
@Anonymous He did leave 3 days b4 the end of the trf window to join a plastic rival,Site is back up. Repeated connection errors made the database block our webserver host; researching how to keep this from recurring,@Anonymous next week.. I won't be in Detroit so idk how this will work.. got any plans..,@Anonymous Ouch. I once went on a date with a girl who'd been knocked out cold after falling off from the Market St. tracks. Be careful!,Wondering why I'm siding with Joe Hockey so often - then I realised: if you stand that close to Abbott,None,None,None,Joy,None,neutral statement,neutral statement,neutral statement,!,neutral statement
@Anonymous He did leave 3 days b4 the end of the trf window to join a plastic rival,Site is back up. Repeated connection errors made the database block our webserver host; researching how to keep this from recurring,@Anonymous next week.. I won't be in Detroit so idk how this will work.. got any plans..,@Anonymous Ouch. I once went on a date with a girl who'd been knocked out cold after falling off from the Market St. tracks. Be careful!,Wondering why I'm siding with Joe Hockey so often - then I realised: if you stand that close to Abbott,None,Fear|Anger,Sadness,Fear|Sadness|None,Fear|Surprise,Giving basic info with no emotion.,Sometimes computer issues give people these feelings.,This person is reaching out because they don't know what to do.,Remembering a bad moment with someone and advising caution.,Just realizing what they are thinking and doing may not be the correct way of doing it.
@Anonymous He did leave 3 days b4 the end of the trf window to join a plastic rival,Site is back up. Repeated connection errors made the database block our webserver host; researching how to keep this from recurring,@Anonymous next week.. I won't be in Detroit so idk how this will work.. got any plans..,@Anonymous Ouch. I once went on a date with a girl who'd been knocked out cold after falling off from the Market St. tracks. Be careful!,Wondering why I'm siding with Joe Hockey so often - then I realised: if you stand that close to Abbott,Anger,Anger|Joy,Sadness,Love|Sadness,None,"Talks of someone leaving and joining a ""plastic rival""","Fixed a recurring issue, looking into prevention","""idk how this will work""","""Ouch"" ""Be careful!""","No enough context, she either likes Abbott, or hates him."
@Anonymous They were nice though.. I really thought u had enough gay viewers so I didn't bother reply,Honestly shocked by what happened today shooting Pretty Little Liars...These writers are amazing...It's just so intriguing!,@Anonymous I just had a suit made by 9 Tailors. I'm very very happy with it. Excited though to check out @Anonymous 's offerings.,@Anonymous you have just surpassed Nick Swardson on my list of favorite comedians...how does it feel?,@Anonymous No doubt in my mind. Markov is a dedicated athlete. The past 2 years will also give him a mental edge in the long run.,Love,Surprise,Surprise|Joy,Love|Joy,Love,This tweet is from a caring person,This tweet show surprise feelings,"This tweet is from a surprised,happy enjoying person.",This tweet is for appreciation,This tweet is for appreciation
@Anonymous They were nice though.. I really thought u had enough gay viewers so I didn't bother reply,Honestly shocked by what happened today shooting Pretty Little Liars...These writers are amazing...It's just so intriguing!,@Anonymous I just had a suit made by 9 Tailors. I'm very very happy with it. Excited though to check out @Anonymous 's offerings.,@Anonymous you have just surpassed Nick Swardson on my list of favorite comedians...how does it feel?,@Anonymous No doubt in my mind. Markov is a dedicated athlete. The past 2 years will also give him a mental edge in the long run.,Joy,Surprise|Joy,Joy,Love,None,saying something was nice,shocked and amazing.,happy and excited,says someone is their favorite comedian.,The person does not express an emotion.
@Anonymous They were nice though.. I really thought u had enough gay viewers so I didn't bother reply,Honestly shocked by what happened today shooting Pretty Little Liars...These writers are amazing...It's just so intriguing!,@Anonymous I just had a suit made by 9 Tailors. I'm very very happy with it. Excited though to check out @Anonymous 's offerings.,@Anonymous you have just surpassed Nick Swardson on my list of favorite comedians...how does it feel?,@Anonymous No doubt in my mind. Markov is a dedicated athlete. The past 2 years will also give him a mental edge in the long run.,Love,Surprise|Joy,Joy,Love,Love,nice,"shocked, amazing, intriguing","happy, excited","surpassed, favorite","no doubt, dedicated"
@Anonymous They were nice though.. I really thought u had enough gay viewers so I didn't bother reply,Honestly shocked by what happened today shooting Pretty Little Liars...These writers are amazing...It's just so intriguing!,@Anonymous I just had a suit made by 9 Tailors. I'm very very happy with it. Excited though to check out @Anonymous 's offerings.,@Anonymous you have just surpassed Nick Swardson on my list of favorite comedians...how does it feel?,@Anonymous No doubt in my mind. Markov is a dedicated athlete. The past 2 years will also give him a mental edge in the long run.,Anger,Surprise,Joy,Surprise,Joy,uses the word gay,shocked,very very happy and excited,how does it feel,seems proud
@Anonymous They were nice though.. I really thought u had enough gay viewers so I didn't bother reply,Honestly shocked by what happened today shooting Pretty Little Liars...These writers are amazing...It's just so intriguing!,@Anonymous I just had a suit made by 9 Tailors. I'm very very happy with it. Excited though to check out @Anonymous 's offerings.,@Anonymous you have just surpassed Nick Swardson on my list of favorite comedians...how does it feel?,@Anonymous No doubt in my mind. Markov is a dedicated athlete. The past 2 years will also give him a mental edge in the long run.,None,Surprise|Joy,Joy,Joy,Joy,"slight happiness perhaps, but not much indication of it, talks of a past event","""shocked"" ""amazing""","""happy"" ""Excited""",Expressing appreciation for someones humor,Expresses admiration for an athlete
@Anonymous Followed. Also didn't know you were at Slide. Right down the street. :) Do you know my pal @Anonymous?,If u r in vegas come n kick it with me at the black jack tables at the Bellagio #Hashtag,If you're at #Hashtag come to ballroom A for the @Anonymous panel! You can ask questions about anything!,@Anonymous Now that is what I call exciting... why are they looking for a kitten LOL!!x,@Anonymous agreed. I find it amazing that ppl and journalists are complaing about it rather than asking that question! #Hashtag #Hashtag,Surprise,None,Joy,Surprise,Surprise,The writer seems surprised to know their friend is so close by.,There really isn't an emotion attached to this.,The writer uses exclamation marks to show joy.,The writer seems surprised the person is looking for a kitten.,The writer uses the phrase I find it amazing indicating surprise.
@Anonymous Followed. Also didn't know you were at Slide. Right down the street. :) Do you know my pal @Anonymous?,If u r in vegas come n kick it with me at the black jack tables at the Bellagio #Hashtag,If you're at #Hashtag come to ballroom A for the @Anonymous panel! You can ask questions about anything!,@Anonymous Now that is what I call exciting... why are they looking for a kitten LOL!!x,@Anonymous agreed. I find it amazing that ppl and journalists are complaing about it rather than asking that question! #Hashtag #Hashtag,Joy,Joy,Joy,Joy,Anger|Surprise,It seems a chance meeting of friends is developing.,An invitation to hang out,Invitation to an event they are pleased with.,"""exciting"" ""LOL!!""","Expresses surprise ""I find it amazing"" and anger ""rather than asking"""
@Anonymous Followed. Also didn't know you were at Slide. Right down the street. :) Do you know my pal @Anonymous?,If u r in vegas come n kick it with me at the black jack tables at the Bellagio #Hashtag,If you're at #Hashtag come to ballroom A for the @Anonymous panel! You can ask questions about anything!,@Anonymous Now that is what I call exciting... why are they looking for a kitten LOL!!x,@Anonymous agreed. I find it amazing that ppl and journalists are complaing about it rather than asking that question! #Hashtag #Hashtag,Surprise,None,None,Joy,Surprise,surprised to learn somebody was at slide,none fit,none fit,"they are excited about something, joyful",surprised by journos
@Anonymous Followed. Also didn't know you were at Slide. Right down the street. :) Do you know my pal @Anonymous?,If u r in vegas come n kick it with me at the black jack tables at the Bellagio #Hashtag,If you're at #Hashtag come to ballroom A for the @Anonymous panel! You can ask questions about anything!,@Anonymous Now that is what I call exciting... why are they looking for a kitten LOL!!x,@Anonymous agreed. I find it amazing that ppl and journalists are complaing about it rather than asking that question! #Hashtag #Hashtag,Surprise,Joy,Joy,Surprise|Joy,Surprise,Surprise to know that they were close.,Joy to play together in the casino.,Joy abiut the game.,The joy of the excitement and the surprise of what are they looking at.,Surprised about the reaction of people and journalists.
@Anonymous Followed. Also didn't know you were at Slide. Right down the street. :) Do you know my pal @Anonymous?,If u r in vegas come n kick it with me at the black jack tables at the Bellagio #Hashtag,If you're at #Hashtag come to ballroom A for the @Anonymous panel! You can ask questions about anything!,@Anonymous Now that is what I call exciting... why are they looking for a kitten LOL!!x,@Anonymous agreed. I find it amazing that ppl and journalists are complaing about it rather than asking that question! #Hashtag #Hashtag,Love,Anger,Joy,Love,Surprise,This tweet is form a caring person.,This is from a angry person.,This tweet is from a happy mode person.,This tweet is from a affectionate person.,This one shows surprise.
@Anonymous if you'd said that to me I'd have laughed and defo asked you out. Brilliant response.,@Anonymous make sure the root to writeable while you install. Once complete and .htaccess is created make root read only again.,@Anonymous you are using the web page? I had the same problem. You need to use the App instead.,"@Anonymous Kitchen-Aid finally making it to UK was one of the best ""acquisitions"" the 'EU' could have made :}",gossip wise - which do you believe - cheryl and derek hough or cheryl and will.i.am? i am in the will camp i think despite sunday mirror,Joy,None,None,Joy,None,laughing at the response,no emotion,no emotion,happy about kitchen-aid coming to the UK,no emotional content
@Anonymous if you'd said that to me I'd have laughed and defo asked you out. Brilliant response.,@Anonymous make sure the root to writeable while you install. Once complete and .htaccess is created make root read only again.,@Anonymous you are using the web page? I had the same problem. You need to use the App instead.,"@Anonymous Kitchen-Aid finally making it to UK was one of the best ""acquisitions"" the 'EU' could have made :}",gossip wise - which do you believe - cheryl and derek hough or cheryl and will.i.am? i am in the will camp i think despite sunday mirror,Love|Surprise|Joy,None,Anger|Sadness,Surprise|Joy,Surprise|None,happy about the response,says the procedure and caution to be considered,says the problem,finally kitchen-Aid wins its need,enquirers about his wish
@Anonymous if you'd said that to me I'd have laughed and defo asked you out. Brilliant response.,@Anonymous make sure the root to writeable while you install. Once complete and .htaccess is created make root read only again.,@Anonymous you are using the web page? I had the same problem. You need to use the App instead.,"@Anonymous Kitchen-Aid finally making it to UK was one of the best ""acquisitions"" the 'EU' could have made :}",gossip wise - which do you believe - cheryl and derek hough or cheryl and will.i.am? i am in the will camp i think despite sunday mirror,Love|Joy,None,None,Joy,None,Sounds flirty.,This is just a statement of fact.,This is just a statement of fact.,Sounds happy.,Just gossip/asking for opinions.
@Anonymous if you'd said that to me I'd have laughed and defo asked you out. Brilliant response.,@Anonymous make sure the root to writeable while you install. Once complete and .htaccess is created make root read only again.,@Anonymous you are using the web page? I had the same problem. You need to use the App instead.,"@Anonymous Kitchen-Aid finally making it to UK was one of the best ""acquisitions"" the 'EU' could have made :}",gossip wise - which do you believe - cheryl and derek hough or cheryl and will.i.am? i am in the will camp i think despite sunday mirror,Joy,None,None,,None,"""if you'd said that to me I'd have laughed and defo asked you out. Brilliant response.""",Neutral statement.,Neutral statement.,"best ""acquisitions"" the 'EU' could have made :}",Neutral statement
@Anonymous if you'd said that to me I'd have laughed and defo asked you out. Brilliant response.,@Anonymous make sure the root to writeable while you install. Once complete and .htaccess is created make root read only again.,@Anonymous you are using the web page? I had the same problem. You need to use the App instead.,"@Anonymous Kitchen-Aid finally making it to UK was one of the best ""acquisitions"" the 'EU' could have made :}",gossip wise - which do you believe - cheryl and derek hough or cheryl and will.i.am? i am in the will camp i think despite sunday mirror,Joy,None,None,Joy,None,"Expressing appreciation of another's ""Brilliant response.""",tech talk,tech talk,"Pleased to have Kitchen-Aid in the UK, said ""best 'acquisitions'""",Inquiry re: entertainment
@Anonymous if you'd said that to me I'd have laughed and defo asked you out. Brilliant response.,@Anonymous make sure the root to writeable while you install. Once complete and .htaccess is created make root read only again.,@Anonymous you are using the web page? I had the same problem. You need to use the App instead.,"@Anonymous Kitchen-Aid finally making it to UK was one of the best ""acquisitions"" the 'EU' could have made :}",gossip wise - which do you believe - cheryl and derek hough or cheryl and will.i.am? i am in the will camp i think despite sunday mirror,Joy,Love,Love,Joy,Fear|Anger|Sadness,This tweet is from a happy person.,This tweeti s from a caring person.,This tweet has caring feelings,This tweet is from a happy person.,This tweet is from a mixed feeling person.
Wanted: the perfect electronic music to accompany/inspire work productivity. What you got?,"@Anonymous whoa! scary: ""any app you have granted access can read all of your DMs.""",@Anonymous Well some say on #Hashtag that Bachmann announcing hurt Palin. Are these two going to take on each other?,@Anonymous shudder. Imagine the editor looking thru the rushes of arse and willy cam,"@Anonymous started on your ""dev'ing for iOS for beginners"" and going to buy the 25$ version but wanted iPad-optimized if an option.",None,Fear,None,Fear,Joy,I wouldn't say this tweet has any particular emotion behind it.,The fear is that the app can access all the data on the phone.,"I would say that the emotion in the tweet is ""inquisitive"" if anything.",The shudder is the fear of the editor looking through the cam.,"I would say joy might be a bit hyperbolic, but the general idea of the tweet is happiness with the target's product."
Wanted: the perfect electronic music to accompany/inspire work productivity. What you got?,"@Anonymous whoa! scary: ""any app you have granted access can read all of your DMs.""",@Anonymous Well some say on #Hashtag that Bachmann announcing hurt Palin. Are these two going to take on each other?,@Anonymous shudder. Imagine the editor looking thru the rushes of arse and willy cam,"@Anonymous started on your ""dev'ing for iOS for beginners"" and going to buy the 25$ version but wanted iPad-optimized if an option.",None,Surprise,Anger|Surprise,Anger,None,This tweet asks about electronic music.,This tweet express surprise feelings.,This tweet has mixed feelings of anger and surprise.,This tweet show some sort of anger,This one says that the person is going to buy ios for beginners.
Wanted: the perfect electronic music to accompany/inspire work productivity. What you got?,"@Anonymous whoa! scary: ""any app you have granted access can read all of your DMs.""",@Anonymous Well some say on #Hashtag that Bachmann announcing hurt Palin. Are these two going to take on each other?,@Anonymous shudder. Imagine the editor looking thru the rushes of arse and willy cam,"@Anonymous started on your ""dev'ing for iOS for beginners"" and going to buy the 25$ version but wanted iPad-optimized if an option.",None,None,None,None,None,The person does not express an emotion.,The person does not express an emotion.,The person does not express an emotion.,The person does not express an emotion from the list above.,The person does not express an emotion.
Wanted: the perfect electronic music to accompany/inspire work productivity. What you got?,"@Anonymous whoa! scary: ""any app you have granted access can read all of your DMs.""",@Anonymous Well some say on #Hashtag that Bachmann announcing hurt Palin. Are these two going to take on each other?,@Anonymous shudder. Imagine the editor looking thru the rushes of arse and willy cam,"@Anonymous started on your ""dev'ing for iOS for beginners"" and going to buy the 25$ version but wanted iPad-optimized if an option.",None,Fear|Anger|Surprise,Fear|Anger,None,None,Inquiry,"""whoa! scary"" with regard to privacy","Politics, expresses concern regarding campaign happenings","Not enough context to determine, and ""shudder"" was the only indicator (disgust)",Tech talk
Wanted: the perfect electronic music to accompany/inspire work productivity. What you got?,"@Anonymous whoa! scary: ""any app you have granted access can read all of your DMs.""",@Anonymous Well some say on #Hashtag that Bachmann announcing hurt Palin. Are these two going to take on each other?,@Anonymous shudder. Imagine the editor looking thru the rushes of arse and willy cam,"@Anonymous started on your ""dev'ing for iOS for beginners"" and going to buy the 25$ version but wanted iPad-optimized if an option.",Joy,Fear,Surprise,None,None,"wanted, music accompany/inspire work","whoa, scary",are these two going to take on each other.,the tweeter is non chalant.. shudder,the tweeter is decisive
@Anonymous Yes. I'd assume 4 or 5 of them already know they're gone soon. Might be more.,This is crazy you can't wrap up English tail all summer while you had kept their top order on bay. come on clear this up Salman #Hashtag,@Anonymous had a house party got caught wah :( well not end of summer i mean august but hat means 6 days i i'm ungrounded!!,@Anonymous but she doesn't realize what it's like for kids to be bullied everyday (c),@Anonymous It's a private matter. Politician's are entitled to make the same choices as other parents,Sadness,Anger,Anger|Sadness,Anger|Sadness,Anger,"""they're gone soon""","""This is crazy you can't"" ""clear this up""","""got caught"" ""grounded!!""","""doesn't realize"" ""bullied""","""It's a private matter"""
@Anonymous Yes. I'd assume 4 or 5 of them already know they're gone soon. Might be more.,This is crazy you can't wrap up English tail all summer while you had kept their top order on bay. come on clear this up Salman #Hashtag,@Anonymous had a house party got caught wah :( well not end of summer i mean august but hat means 6 days i i'm ungrounded!!,@Anonymous but she doesn't realize what it's like for kids to be bullied everyday (c),@Anonymous It's a private matter. Politician's are entitled to make the same choices as other parents,Sadness,Anger,Sadness,Anger,None,Sadness because 4 or 5 peoples must to go soon.,this tweet seems to be an admonition,emoticon of sadness is present,She has an improper attitude with the kids,it's a simple observation
@Anonymous Yes. I'd assume 4 or 5 of them already know they're gone soon. Might be more.,This is crazy you can't wrap up English tail all summer while you had kept their top order on bay. come on clear this up Salman #Hashtag,@Anonymous had a house party got caught wah :( well not end of summer i mean august but hat means 6 days i i'm ungrounded!!,@Anonymous but she doesn't realize what it's like for kids to be bullied everyday (c),@Anonymous It's a private matter. Politician's are entitled to make the same choices as other parents,Fear|Sadness,Anger,Surprise|Joy,Anger|Sadness,Fear|Anger|Sadness,This tweet show sad and fear,This tweet is from a anger person,This tweet is from a happy person,This tweet is from worrying person,"This tweet is with mixed feelings of sad,anger"
@Anonymous Yes. I'd assume 4 or 5 of them already know they're gone soon. Might be more.,This is crazy you can't wrap up English tail all summer while you had kept their top order on bay. come on clear this up Salman #Hashtag,@Anonymous had a house party got caught wah :( well not end of summer i mean august but hat means 6 days i i'm ungrounded!!,@Anonymous but she doesn't realize what it's like for kids to be bullied everyday (c),@Anonymous It's a private matter. Politician's are entitled to make the same choices as other parents,None,Anger,Sadness,None,None,none shown,angry at salman,sad about getting caught having a party,none shown,none shown
@Anonymous Yes. I'd assume 4 or 5 of them already know they're gone soon. Might be more.,This is crazy you can't wrap up English tail all summer while you had kept their top order on bay. come on clear this up Salman #Hashtag,@Anonymous had a house party got caught wah :( well not end of summer i mean august but hat means 6 days i i'm ungrounded!!,@Anonymous but she doesn't realize what it's like for kids to be bullied everyday (c),@Anonymous It's a private matter. Politician's are entitled to make the same choices as other parents,Sadness,Anger,Sadness,Anger|Sadness,Sadness,Seems sadness because he accepts something not good as usual.,Anger with somebody for something.,Sadness to got caught.,Sadness and anger about the bulling situation.,Sadness for something that appends but seems not to have another solution.
About to walk with the youth through the fields to a place called Peter's Stone. I love working with these guys!,@Anonymous How come you guys haven't done any news on the iphodroid project on TNT?,In the SFO airport. About to fly back to LA. Was lucky to catch a flight 2 hours early. Flying alone sucks though because I like to talk.,@Anonymous BC there is very little PR 1.0 talent in SF/SV but a lot of BS buy-in to SM being end-all,@Anonymous in the short term it probably doesn't. But the short term isn't the right measure,Love|Joy,Anger|Sadness,Sadness,Anger,None,"""youth"" ""love""","""How come"" ""haven't done""","""alone sucks""","""very little...talent"" ""lot of BS""","Contemplation and encouragement, no indication of nature of the discussion."
About to walk with the youth through the fields to a place called Peter's Stone. I love working with these guys!,@Anonymous How come you guys haven't done any news on the iphodroid project on TNT?,In the SFO airport. About to fly back to LA. Was lucky to catch a flight 2 hours early. Flying alone sucks though because I like to talk.,@Anonymous BC there is very little PR 1.0 talent in SF/SV but a lot of BS buy-in to SM being end-all,@Anonymous in the short term it probably doesn't. But the short term isn't the right measure,Joy,Surprise,Sadness|Joy,None,None,"'I love working', says it all.",'How come',"lucky, flying alone sucks",Just information.,Just a statement.
About to walk with the youth through the fields to a place called Peter's Stone. I love working with these guys!,@Anonymous How come you guys haven't done any news on the iphodroid project on TNT?,In the SFO airport. About to fly back to LA. Was lucky to catch a flight 2 hours early. Flying alone sucks though because I like to talk.,@Anonymous BC there is very little PR 1.0 talent in SF/SV but a lot of BS buy-in to SM being end-all,@Anonymous in the short term it probably doesn't. But the short term isn't the right measure,Love|Joy,None,Sadness,None,None,"happy about working with the guys, showing love to them",no emotion shown,sad about flying alone,no emotion shown,no emotion
About to walk with the youth through the fields to a place called Peter's Stone. I love working with these guys!,@Anonymous How come you guys haven't done any news on the iphodroid project on TNT?,In the SFO airport. About to fly back to LA. Was lucky to catch a flight 2 hours early. Flying alone sucks though because I like to talk.,@Anonymous BC there is very little PR 1.0 talent in SF/SV but a lot of BS buy-in to SM being end-all,@Anonymous in the short term it probably doesn't. But the short term isn't the right measure,Joy,None,Sadness,Sadness,None,He/she is happy to do to Peter's Stone with his/her friends.,"Anonymous is asking a question and is waiting for a response, thus not showing emotion.",He/she is sad to be alone on the flight as shown by the negative language.,Anonymous is sad about the lack of PR 1.O as shown by the term very little.,Anonymous is telling someone something. Without knowing the context we can't tell what emotion this tweet is portraying.
About to walk with the youth through the fields to a place called Peter's Stone. I love working with these guys!,@Anonymous How come you guys haven't done any news on the iphodroid project on TNT?,In the SFO airport. About to fly back to LA. Was lucky to catch a flight 2 hours early. Flying alone sucks though because I like to talk.,@Anonymous BC there is very little PR 1.0 talent in SF/SV but a lot of BS buy-in to SM being end-all,@Anonymous in the short term it probably doesn't. But the short term isn't the right measure,Love|Joy,Anger,Sadness|Surprise,None,Fear|Sadness,"This tweet shows love,happiness.",This shows little anger.,This tweet is from a person who want to talk with somebody.,This tweet is informative,This show some feelings of fear and sad.
Having fun making filled cupcakes. Cut hole in middle and fill with favorite filling. Then frost the top to cover the hole. Yum!,@Anonymous now that makes me feel really old! He was one of my students @ FBC Wichita Falls!,@Anonymous Watched NZ epi again. Proud & happy look on Maddy's face when she landed is just as touching as first watching it.,@Anonymous Oh you said iTunes. I'll get with Rackspace and see what the problem is..,@Anonymous VPPA is better known as the Bork Law. It's gotten in the way of other internetty video sharing stuff before.,Joy,Sadness|Surprise,Love|Joy,Love,None,This tweet make fun of something.,This tweet exspresses mixed feelings of sad and fear.,This tweet is from a happy enjoying person.,This is from a caring person.,This is informative.
Having fun making filled cupcakes. Cut hole in middle and fill with favorite filling. Then frost the top to cover the hole. Yum!,@Anonymous now that makes me feel really old! He was one of my students @ FBC Wichita Falls!,@Anonymous Watched NZ epi again. Proud & happy look on Maddy's face when she landed is just as touching as first watching it.,@Anonymous Oh you said iTunes. I'll get with Rackspace and see what the problem is..,@Anonymous VPPA is better known as the Bork Law. It's gotten in the way of other internetty video sharing stuff before.,Joy,Surprise,Surprise|Joy,Surprise|Joy,Surprise|Joy,enjoy making filled cupcakes,surprised to realize that many years passed,surprised and happy to watch Maddy's face again,happy to find another option.,happy to find vppa stuff
Having fun making filled cupcakes. Cut hole in middle and fill with favorite filling. Then frost the top to cover the hole. Yum!,@Anonymous now that makes me feel really old! He was one of my students @ FBC Wichita Falls!,@Anonymous Watched NZ epi again. Proud & happy look on Maddy's face when she landed is just as touching as first watching it.,@Anonymous Oh you said iTunes. I'll get with Rackspace and see what the problem is..,@Anonymous VPPA is better known as the Bork Law. It's gotten in the way of other internetty video sharing stuff before.,Joy,Sadness,Love,Fear,None,"The person is enjoying preparing the dish, hence it falls under the category joy.",The person feels sad that he has grown old.,"The person is happy to look at the other, love is expressed.",There is a problem and the person fears it,There is no emotion expressed in this tweet
